id,area_sqft,bedrooms,bathrooms,parking,floor,property_type,location,city_tier,age_years,price_inr
1355,2600,2,2,0,27,Apartment,Pimpri-Chinchwad,tier2,10,9961000
1356,1446,4,1,1,25,Studio,Faridabad,tier3,26,2840000
1357,1234,2,2,0,19,Apartment,Patna,tier2,13,4344000
1358,1232,2,1,2,30,Independent House,Nashik,tier3,2,3697000
1359,788,4,2,1,0,Independent House,Kalyan-Dombivli,tier3,12,2978000
1360,1843,2,2,1,27,Penthouse,Ghaziabad,tier3,10,4830000
1361,1276,2,2,1,7,Villa,Vasai-Virar,tier3,15,2795000
1362,2157,2,1,1,0,Villa,Indore,tier2,10,9852000
1363,1259,2,2,1,19,Penthouse,Patna,tier2,11,4949000
1364,1216,1,1,1,10,Apartment,Salem,tier3,19,3040000
1365,2342,3,1,1,4,Villa,Agra,tier3,6,6115000
1366,833,5,2,1,15,Penthouse,Aligarh,tier3,27,2672000
1367,333,4,1,1,22,Villa,Chandigarh,tier3,28,1658000
1368,428,2,1,0,6,Penthouse,Vadodara,tier2,27,1583000
1369,1812,4,1,1,15,Apartment,Pimpri-Chinchwad,tier2,1,8253000
1370,1664,2,2,1,21,Apartment,Dhanbad,tier3,8,3936000
1371,1586,1,1,1,6,Villa,Jodhpur,tier3,9,4358000
1372,715,2,1,1,18,Independent House,Bhubaneswar,tier3,5,2794000
1373,770,4,2,0,0,Villa,Bhopal,tier2,18,4077000
1374,419,3,1,2,29,Studio,Agra,tier3,26,1665000
1375,769,2,1,1,9,Penthouse,Nashik,tier3,10,2410000
1376,1277,3,1,1,28,Villa,Thane,tier2,2,7598000
1377,940,2,2,1,11,Studio,Agra,tier3,17,2733000
1378,200,3,3,1,8,Independent House,Bangalore,tier1,0,3210000
1379,241,4,2,1,14,Independent House,Kolkata,tier1,6,3798000
1380,382,5,2,0,22,Independent House,Madurai,tier3,24,1973000
1381,669,2,1,1,22,Studio,Surat,tier2,16,2885000
1382,2462,2,2,2,12,Apartment,Lucknow,tier2,10,10555000
1383,1393,2,1,1,0,Penthouse,Hubli-Dharwad,tier3,11,3852000
1384,742,2,2,1,20,Villa,Bareilly,tier3,10,2901000
1385,1371,1,1,1,3,Apartment,Bhubaneswar,tier3,24,2228000
1386,1001,3,2,1,29,Independent House,Hyderabad,tier1,15,5644000
1387,1487,4,1,2,0,Independent House,Mumbai,tier1,5,10876000
1388,1437,5,1,0,28,Villa,Dhanbad,tier3,5,5146000
1389,1337,2,1,1,25,Studio,Thiruvananthapuram,tier3,9,3150000
1390,1593,2,2,1,0,Penthouse,Bhubaneswar,tier3,9,3627000
1391,1222,2,2,2,24,Studio,Guwahati,tier3,9,4630000
1392,1156,2,1,1,2,Studio,Warangal,tier3,3,3450000
1393,2330,1,1,1,25,Independent House,Ahmedabad,tier1,11,13413000
1394,957,1,1,1,20,Penthouse,Jaipur,tier2,26,2966000
1395,1004,2,1,0,27,Studio,Jaipur,tier2,0,5523000
1396,1318,2,2,2,4,Independent House,Jodhpur,tier3,14,3115000
1397,2157,2,2,0,7,Villa,Vasai-Virar,tier3,3,6220000
1398,1100,2,2,2,6,Studio,Kalyan-Dombivli,tier3,10,3536000
1399,1730,3,2,1,13,Independent House,Delhi,tier1,2,13162000
1400,1529,2,2,1,3,Studio,Surat,tier2,2,7829000
1401,967,2,2,1,1,Apartment,Kota,tier3,7,2568000
1402,1530,4,3,1,17,Studio,Ahmedabad,tier1,7,11822000
1403,466,2,2,1,6,Independent House,Kolkata,tier1,5,3815000
1404,614,2,1,1,4,Apartment,Bangalore,tier1,22,3514000
1405,1034,2,2,1,11,Apartment,Surat,tier2,2,5707000
1406,1791,1,1,1,10,Studio,Tiruchirappalli,tier3,28,2644000
1407,1395,1,1,1,30,Independent House,Pimpri-Chinchwad,tier2,7,5410000
1408,1852,3,2,1,26,Apartment,Pimpri-Chinchwad,tier2,7,8326000
1409,971,2,2,1,13,Villa,Bhopal,tier2,5,4620000
1410,793,3,2,1,7,Apartment,Tiruchirappalli,tier3,7,2944000
1411,691,3,2,1,28,Studio,Raipur,tier3,26,1983000
1412,884,3,2,2,1,Studio,Pimpri-Chinchwad,tier2,9,5175000
1413,1452,4,2,0,2,Villa,Kalyan-Dombivli,tier3,10,4645000
1414,2100,3,2,1,20,Apartment,Vadodara,tier2,21,6277000
1415,873,2,1,2,1,Penthouse,Patna,tier2,1,4965000
1416,2148,3,3,1,7,Independent House,Hubli-Dharwad,tier3,20,4608000
1417,1040,2,2,1,23,Penthouse,Delhi,tier1,1,8039000
1418,1423,1,1,0,26,Apartment,Srinagar,tier3,11,3479000
1419,1164,2,2,1,0,Penthouse,Nashik,tier3,23,2216000
1420,1541,3,2,1,4,Apartment,Lucknow,tier2,12,7441000
1421,200,2,2,1,24,Studio,Vadodara,tier2,9,2106000
1422,1362,3,3,2,26,Apartment,Thane,tier2,5,8193000
1423,1537,2,2,1,11,Studio,Vasai-Virar,tier3,19,3349000
1424,3305,3,2,1,4,Studio,Ghaziabad,tier3,9,7275000
1425,1650,2,2,1,10,Villa,Agra,tier3,0,4764000
1426,200,3,1,1,18,Independent House,Thiruvananthapuram,tier3,10,1434000
1427,1033,3,1,1,16,Apartment,Salem,tier3,9,2985000
1428,1312,3,1,2,8,Apartment,Chandigarh,tier3,19,2586000
1429,1707,3,3,0,4,Villa,Bhubaneswar,tier3,2,4841000
1430,2181,2,1,0,8,Villa,Bhubaneswar,tier3,19,4662000
1431,2365,4,2,1,10,Apartment,Lucknow,tier2,6,9523000
1432,2270,2,1,2,22,Apartment,Indore,tier2,9,9864000
1433,1173,3,1,0,25,Independent House,Vadodara,tier2,16,4275000
1434,2142,3,1,2,24,Studio,Madurai,tier3,5,6291000
1435,1406,4,2,0,7,Penthouse,Agra,tier3,21,3317000
1436,1173,2,2,1,11,Penthouse,Chandigarh,tier3,5,3331000
1437,1217,4,1,0,27,Villa,Meerut,tier3,14,4070000
1438,741,2,1,1,2,Independent House,Agra,tier3,12,2445000
1439,602,1,1,1,4,Villa,Chennai,tier1,4,4300000
1440,1943,2,2,1,0,Independent House,Warangal,tier3,11,4885000
1441,292,5,2,2,5,Apartment,Faridabad,tier3,14,2670000
1442,905,4,1,1,2,Penthouse,Bhopal,tier2,4,4808000
1443,200,1,1,1,21,Penthouse,Varanasi,tier3,11,1088000
1444,1590,3,2,1,11,Independent House,Jaipur,tier2,25,4829000
1445,743,2,2,1,28,Apartment,Vadodara,tier2,0,4306000
1446,1396,2,2,1,15,Villa,Meerut,tier3,28,2227000
1447,1981,4,3,1,20,Penthouse,Meerut,tier3,17,4823000
1448,1172,3,2,1,28,Independent House,Kanpur,tier2,28,3299000
1449,2640,2,1,1,29,Apartment,Nashik,tier3,50,2938000
1450,807,1,1,2,25,Villa,Ludhiana,tier3,12,1897000
1451,1518,1,1,1,24,Penthouse,Agra,tier3,8,4084000
1452,2164,2,1,1,24,Penthouse,Agra,tier3,1,5888000
1453,1120,3,1,2,30,Villa,Srinagar,tier3,10,3070000
1454,1603,3,1,1,5,Studio,Tiruchirappalli,tier3,9,4153000
1455,200,3,1,2,5,Penthouse,Mysore,tier3,16,1398000
1456,530,2,1,0,2,Villa,Dhanbad,tier3,3,2009000
1457,339,2,2,2,15,Villa,Madurai,tier3,6,2151000
1458,890,3,3,1,26,Penthouse,Jalandhar,tier3,0,3756000
1459,584,5,2,1,6,Apartment,Kalyan-Dombivli,tier3,5,3053000
1460,1829,3,2,1,23,Studio,Kota,tier3,4,6507000
1461,420,4,2,1,23,Independent House,Faridabad,tier3,26,1844000
1462,1651,2,2,1,1,Independent House,Tiruchirappalli,tier3,10,3612000
1463,992,2,1,2,0,Penthouse,Vadodara,tier2,4,6292000
1464,1458,2,2,1,6,Studio,Hubli-Dharwad,tier3,12,3287000
1465,1563,2,2,1,8,Penthouse,Vadodara,tier2,3,8442000
1466,1787,3,2,0,11,Penthouse,Surat,tier2,14,5793000
1467,936,3,1,1,8,Independent House,Vadodara,tier2,5,5700000
1468,2068,3,3,1,28,Apartment,Kanpur,tier2,17,8045000
1469,1480,2,2,1,20,Studio,Kota,tier3,22,2819000
1470,1091,4,1,1,3,Studio,Meerut,tier3,14,3618000
1471,459,5,2,1,28,Apartment,Mysore,tier3,26,1795000
1472,941,3,1,1,14,Villa,Vasai-Virar,tier3,20,2571000
1473,1443,1,1,1,0,Apartment,Indore,tier2,22,3972000
1474,1080,2,2,2,27,Apartment,Patna,tier2,23,4435000
1475,1775,3,1,1,8,Independent House,Chandigarh,tier3,11,4828000
1476,1942,1,1,2,17,Penthouse,Guwahati,tier3,24,4061000
1477,869,4,3,1,21,Villa,Srinagar,tier3,6,4273000
1478,1735,4,2,1,24,Penthouse,Dhanbad,tier3,16,4927000
1479,1432,2,1,2,1,Independent House,Kalyan-Dombivli,tier3,8,4979000
1480,1452,3,1,1,27,Villa,Dhanbad,tier3,25,2849000
1481,1637,5,1,1,6,Studio,Kalyan-Dombivli,tier3,8,4604000
1482,2189,1,1,1,0,Penthouse,Guwahati,tier3,18,4227000
1483,1037,4,1,2,25,Independent House,Patna,tier2,20,3982000
1484,1280,4,2,0,28,Villa,Thane,tier2,13,4842000
1485,200,2,2,2,6,Apartment,Nashik,tier3,25,946000
1486,1702,3,1,0,4,Villa,Bhubaneswar,tier3,5,5281000
1487,706,2,2,1,24,Penthouse,Vadodara,tier2,20,3090000
1488,1802,2,2,1,0,Villa,Kolkata,tier1,9,13172000
1489,1339,2,1,1,24,Independent House,Lucknow,tier2,6,6736000
1490,695,2,2,1,6,Apartment,Rajkot,tier3,13,2157000
1491,1487,3,2,1,21,Independent House,Ludhiana,tier3,18,3215000
1492,2238,1,1,1,16,Penthouse,Patna,tier2,14,8399000
1493,1617,2,2,1,2,Independent House,Tiruchirappalli,tier3,15,3627000
1494,977,2,2,1,15,Penthouse,Nashik,tier3,5,2742000
1495,1115,3,1,1,30,Penthouse,Ludhiana,tier3,8,4211000
1496,200,2,2,1,5,Penthouse,Mumbai,tier1,9,2272000
1497,1885,3,2,1,7,Penthouse,Delhi,tier1,17,10233000
1498,2071,4,1,0,7,Independent House,Bareilly,tier3,6,5525000
1499,1549,2,2,1,0,Penthouse,Chandigarh,tier3,6,3951000
1500,709,4,3,1,0,Studio,Srinagar,tier3,12,3043000
1501,1051,3,1,2,0,Apartment,Thane,tier2,32,3032000
1502,851,3,2,1,14,Apartment,Chandigarh,tier3,15,2791000
1503,1066,1,1,1,29,Studio,Thane,tier2,16,3931000
1504,1271,4,1,2,0,Independent House,Raipur,tier3,7,3667000
1505,2033,4,2,2,20,Penthouse,Pimpri-Chinchwad,tier2,18,8241000
1506,999,2,1,0,11,Penthouse,Aligarh,tier3,7,2856000
1507,1497,3,1,1,0,Penthouse,Meerut,tier3,8,4221000
1508,415,2,1,1,4,Studio,Jalandhar,tier3,6,2014000
1509,1118,4,3,0,3,Villa,Kota,tier3,5,4551000
1510,1064,2,1,1,7,Independent House,Kalyan-Dombivli,tier3,12,3045000
1511,1753,1,1,1,16,Independent House,Madurai,tier3,18,3878000
1512,2071,3,2,0,15,Penthouse,Bhopal,tier2,1,9705000
1513,2192,1,1,2,0,Studio,Warangal,tier3,1,4883000
1514,1665,4,1,1,10,Independent House,Pimpri-Chinchwad,tier2,15,7261000
1515,1464,1,1,1,24,Studio,Warangal,tier3,17,2750000
1516,1772,1,1,1,13,Studio,Hubli-Dharwad,tier3,15,3771000
1517,1167,5,2,1,3,Penthouse,Surat,tier2,18,5371000
1518,844,2,2,2,0,Penthouse,Srinagar,tier3,0,3367000
1519,1974,3,3,1,0,Penthouse,Delhi,tier1,7,15683000
1520,1123,4,2,1,0,Apartment,Pimpri-Chinchwad,tier2,23,3451000
1521,1166,2,2,1,0,Villa,Aligarh,tier3,1,3881000
1522,1036,3,2,0,24,Penthouse,Thane,tier2,14,4238000
1523,1502,3,3,1,23,Penthouse,Aligarh,tier3,8,4289000
1524,2063,4,1,1,21,Apartment,Hubli-Dharwad,tier3,4,7665000
1525,1289,3,1,1,13,Apartment,Ahmedabad,tier1,18,7366000
1526,1217,2,1,2,7,Studio,Dhanbad,tier3,27,2315000
1527,200,3,2,2,30,Independent House,Ghaziabad,tier3,14,2133000
1528,2373,2,2,1,22,Independent House,Ghaziabad,tier3,15,4917000
1529,1508,3,2,1,8,Studio,Ahmedabad,tier1,7,10486000
1530,1818,2,2,2,28,Independent House,Kanpur,tier2,8,8578000
1531,1554,2,2,1,10,Studio,Lucknow,tier2,5,7706000
1532,526,2,2,2,15,Studio,Salem,tier3,6,2344000
1533,886,2,2,2,0,Studio,Vasai-Virar,tier3,17,2689000
1534,200,3,2,1,0,Villa,Bhubaneswar,tier3,21,1714000
1535,1906,2,2,1,25,Apartment,Jaipur,tier2,23,5135000
1536,645,3,2,1,19,Villa,Jaipur,tier2,2,4154000
1537,668,3,1,1,1,Penthouse,Aligarh,tier3,26,1516000
1538,763,2,1,1,7,Penthouse,Thane,tier2,12,3991000
1539,1070,2,2,1,28,Penthouse,Ahmedabad,tier1,32,4141000
1540,797,2,2,2,4,Independent House,Kolkata,tier1,16,6014000
1541,1177,3,1,2,0,Penthouse,Meerut,tier3,26,2572000
1542,1361,3,3,1,30,Studio,Bhopal,tier2,13,7517000
1543,1411,3,2,1,30,Penthouse,Pimpri-Chinchwad,tier2,11,6245000
1544,2108,2,2,1,5,Independent House,Faridabad,tier3,2,6299000
1545,203,3,3,1,6,Independent House,Solapur,tier3,23,1413000
1546,369,3,2,1,20,Studio,Jodhpur,tier3,10,2346000
1547,1381,4,1,0,26,Studio,Surat,tier2,8,5451000
1548,515,3,3,2,4,Villa,Rajkot,tier3,6,2755000
1549,480,4,2,0,11,Studio,Indore,tier2,18,2652000
1550,1092,3,2,1,2,Penthouse,Moradabad,tier3,19,3102000
1551,896,3,1,2,0,Studio,Thiruvananthapuram,tier3,8,4055000
1552,740,4,2,0,12,Villa,Jalandhar,tier3,0,4211000
1553,485,2,2,1,24,Penthouse,Bareilly,tier3,16,1887000
1554,871,2,2,1,10,Apartment,Delhi,tier1,15,5320000
1555,610,2,1,1,17,Independent House,Bhubaneswar,tier3,23,1724000
1556,2583,2,1,1,7,Penthouse,Jaipur,tier2,15,8564000
1557,1417,3,2,0,6,Villa,Bangalore,tier1,11,8992000
1558,1848,2,2,1,7,Studio,Faridabad,tier3,14,4686000
1559,666,2,1,2,15,Villa,Faridabad,tier3,15,2662000
1560,1334,2,2,1,19,Studio,Jalandhar,tier3,12,3983000
1561,931,4,1,1,22,Studio,Surat,tier2,38,2425000
1562,266,4,2,1,24,Apartment,Raipur,tier3,18,1664000
1563,2266,2,2,1,27,Penthouse,Bhubaneswar,tier3,9,4758000
1564,1495,2,1,1,4,Apartment,Salem,tier3,17,3600000
1565,1064,2,1,0,15,Penthouse,Agra,tier3,21,2496000
1566,1185,3,2,1,26,Apartment,Ludhiana,tier3,0,4201000
1567,1703,3,2,0,9,Penthouse,Raipur,tier3,17,3760000
1568,1264,1,1,1,27,Penthouse,Madurai,tier3,17,3257000
1569,1823,3,1,1,5,Apartment,Ahmedabad,tier1,2,14032000
1570,2305,2,2,1,25,Villa,Tiruchirappalli,tier3,39,2429000
1571,1535,3,1,1,26,Villa,Bhopal,tier2,1,8761000
1572,200,4,1,1,0,Studio,Aligarh,tier3,12,1650000
1573,631,2,2,1,11,Apartment,Kalyan-Dombivli,tier3,6,2470000
1574,1370,3,1,1,14,Studio,Bhopal,tier2,11,6169000
1575,737,4,2,2,17,Penthouse,Mysore,tier3,17,2820000
1576,373,3,2,2,19,Apartment,Patna,tier2,9,2950000
1577,1459,2,2,1,25,Independent House,Thane,tier2,4,6014000
1578,1078,5,1,2,4,Villa,Raipur,tier3,3,4390000
1579,1448,3,2,1,0,Studio,Dhanbad,tier3,12,3876000
1580,263,5,2,1,0,Villa,Salem,tier3,4,2739000
1581,200,2,2,2,18,Studio,Patna,tier2,8,1994000
1582,1230,2,1,2,14,Apartment,Madurai,tier3,18,2448000
1583,2227,2,2,2,0,Studio,Kolkata,tier1,37,8398000
1584,601,1,1,2,26,Penthouse,Varanasi,tier3,11,1903000
1585,200,2,1,1,24,Studio,Kanpur,tier2,20,1452000
1586,942,1,1,1,18,Apartment,Jaipur,tier2,14,3436000
1587,312,2,1,1,0,Penthouse,Mumbai,tier1,22,2442000
1588,1529,3,1,1,0,Independent House,Moradabad,tier3,15,3726000
1589,200,1,1,1,6,Apartment,Hyderabad,tier1,20,1515000
1590,730,2,2,2,8,Apartment,Bhubaneswar,tier3,5,2700000
1591,584,2,1,1,0,Villa,Vadodara,tier2,12,2969000
1592,1254,2,2,1,22,Independent House,Moradabad,tier3,12,3300000
1593,427,3,1,1,0,Apartment,Delhi,tier1,25,2666000
1594,958,2,1,1,28,Villa,Chennai,tier1,5,7557000
1595,1300,1,1,1,1,Apartment,Tiruchirappalli,tier3,15,3183000
1596,1371,1,1,1,1,Independent House,Bhopal,tier2,16,5337000
1597,869,1,1,1,1,Penthouse,Vadodara,tier2,8,3533000
1598,932,2,1,1,23,Independent House,Srinagar,tier3,17,2412000
1599,1043,3,1,2,24,Penthouse,Ludhiana,tier3,1,4249000
1600,200,2,2,1,18,Studio,Vasai-Virar,tier3,4,1783000
1601,1239,2,1,1,11,Independent House,Madurai,tier3,11,3045000
1602,2642,2,1,1,10,Independent House,Guwahati,tier3,10,5345000
1603,1672,2,2,1,1,Penthouse,Meerut,tier3,4,4042000
1604,2318,4,2,0,0,Villa,Visakhapatnam,tier2,25,7799000
1605,688,1,1,1,16,Penthouse,Ahmedabad,tier1,8,4672000
1606,429,3,1,1,20,Apartment,Varanasi,tier3,7,2087000
1607,1283,2,1,1,30,Independent House,Solapur,tier3,16,3403000
1608,517,4,1,0,0,Independent House,Kalyan-Dombivli,tier3,15,2069000
1609,639,2,2,0,8,Studio,Kanpur,tier2,11,2479000
1610,1746,3,2,1,27,Studio,Hyderabad,tier1,3,15602000
1611,1655,1,1,1,20,Villa,Kota,tier3,4,5177000
1612,981,2,2,1,14,Independent House,Jalandhar,tier3,35,1550000
1613,1591,3,3,1,4,Penthouse,Nashik,tier3,4,5394000
1614,1108,3,2,1,21,Villa,Bhubaneswar,tier3,12,3550000
1615,2573,2,2,0,25,Villa,Aligarh,tier3,7,5950000
1616,831,2,1,1,5,Studio,Jalandhar,tier3,26,1893000
1617,1302,3,1,1,19,Studio,Hubli-Dharwad,tier3,22,3189000
1618,1395,1,1,1,0,Villa,Varanasi,tier3,22,2415000
1619,473,3,2,1,13,Independent House,Varanasi,tier3,22,1777000
1620,1934,3,2,2,18,Apartment,Madurai,tier3,11,4863000
1621,404,2,2,1,0,Studio,Patna,tier2,17,2316000
1622,1429,3,2,0,24,Independent House,Bhubaneswar,tier3,25,3247000
1623,528,2,2,1,6,Independent House,Rajkot,tier3,16,2185000
1624,770,4,1,1,21,Studio,Agra,tier3,26,2509000
1625,584,3,2,1,13,Villa,Vasai-Virar,tier3,29,1688000
1626,2189,2,2,2,5,Studio,Faridabad,tier3,5,5762000
1627,1273,2,2,1,0,Studio,Pimpri-Chinchwad,tier2,25,3994000
1628,200,3,1,1,10,Villa,Mysore,tier3,3,2084000
1629,366,2,2,1,13,Independent House,Nashik,tier3,16,1557000
1630,637,1,1,2,24,Studio,Hubli-Dharwad,tier3,37,1132000
1631,781,5,1,1,14,Villa,Kolkata,tier1,9,7403000
1632,844,2,2,1,7,Independent House,Thane,tier2,22,2564000
1633,1763,2,1,1,22,Penthouse,Kota,tier3,5,4712000
1634,1899,3,1,2,8,Villa,Raipur,tier3,20,4476000
1635,671,1,1,0,0,Villa,Solapur,tier3,9,1908000
1636,237,1,1,1,23,Penthouse,Vadodara,tier2,8,1623000
1637,1124,3,1,1,7,Apartment,Kalyan-Dombivli,tier3,0,3768000
1638,1322,3,1,2,28,Independent House,Srinagar,tier3,17,3501000
1639,727,4,2,1,23,Studio,Pimpri-Chinchwad,tier2,7,4495000
1640,997,2,2,2,29,Apartment,Varanasi,tier3,22,2520000
1641,454,4,2,1,0,Independent House,Thiruvananthapuram,tier3,21,1853000
1642,440,2,2,0,3,Penthouse,Nagpur,tier2,0,3294000
1643,1225,3,2,1,7,Villa,Srinagar,tier3,0,5101000
1644,733,4,1,1,8,Villa,Thane,tier2,7,4000000
1645,1588,1,1,1,21,Penthouse,Mysore,tier3,11,3679000
1646,255,2,1,1,0,Studio,Bangalore,tier1,15,2489000
1647,1321,2,2,1,19,Independent House,Salem,tier3,6,3614000
1648,964,2,2,1,27,Apartment,Kalyan-Dombivli,tier3,3,3189000
1649,388,3,1,1,6,Villa,Pimpri-Chinchwad,tier2,21,2378000
1650,1605,1,1,1,18,Apartment,Thiruvananthapuram,tier3,12,3701000
1651,276,3,3,1,29,Studio,Jodhpur,tier3,9,2118000
1652,200,3,2,1,28,Studio,Vasai-Virar,tier3,4,2124000
1653,1487,3,1,1,21,Independent House,Visakhapatnam,tier2,5,8525000
1654,1246,1,1,2,0,Penthouse,Surat,tier2,13,4759000
1655,1240,1,1,1,9,Studio,Nagpur,tier2,26,3354000
1656,1042,1,1,1,16,Villa,Visakhapatnam,tier2,26,2822000
1657,1905,2,2,1,11,Villa,Chennai,tier1,19,10368000
1658,1110,1,1,1,10,Studio,Srinagar,tier3,9,3364000
1659,200,2,2,2,27,Apartment,Pimpri-Chinchwad,tier2,8,2199000
1660,700,3,1,1,23,Studio,Kolkata,tier1,4,5890000
1661,1107,3,2,1,11,Independent House,Chandigarh,tier3,8,4039000
1662,1221,2,2,1,12,Studio,Surat,tier2,31,2832000
1663,232,2,2,1,7,Villa,Thane,tier2,16,1476000
1664,988,2,1,1,10,Apartment,Chandigarh,tier3,14,2954000
1665,1484,2,2,1,7,Studio,Srinagar,tier3,15,3620000
1666,1624,5,2,1,0,Independent House,Patna,tier2,13,7706000
1667,444,2,2,2,0,Penthouse,Kanpur,tier2,1,2805000
1668,2479,1,1,1,8,Independent House,Kanpur,tier2,3,10916000
1669,1498,3,2,1,1,Villa,Nagpur,tier2,10,7414000
1670,1277,2,2,1,20,Villa,Solapur,tier3,3,4995000
1671,1797,2,2,1,0,Independent House,Srinagar,tier3,18,3695000
1672,1185,2,1,1,3,Studio,Pimpri-Chinchwad,tier2,1,7314000
1673,222,1,1,1,24,Studio,Jalandhar,tier3,22,849000
1674,958,2,1,2,10,Villa,Mysore,tier3,12,2634000
1675,1068,2,1,2,19,Apartment,Faridabad,tier3,15,3235000
1676,1177,2,2,1,5,Studio,Warangal,tier3,6,3519000
1677,1235,2,1,2,21,Villa,Moradabad,tier3,23,2840000
1678,1523,5,1,0,0,Apartment,Kalyan-Dombivli,tier3,12,5101000
1679,1502,2,2,2,16,Penthouse,Ghaziabad,tier3,23,3365000
1680,904,2,2,1,18,Studio,Jaipur,tier2,13,4000000
1681,1111,2,1,1,20,Penthouse,Rajkot,tier3,17,2817000
1682,1430,2,1,1,21,Independent House,Lucknow,tier2,12,6104000
1683,1195,4,1,1,12,Independent House,Indore,tier2,9,5255000
1684,796,2,1,1,18,Villa,Indore,tier2,3,3601000
1685,1070,4,2,1,8,Villa,Hyderabad,tier1,2,8753000
1686,1780,3,1,1,21,Apartment,Bhubaneswar,tier3,8,4132000
1687,1085,4,2,1,16,Studio,Bhubaneswar,tier3,12,3518000
1688,1808,2,2,2,16,Villa,Salem,tier3,23,3409000
1689,2120,3,2,2,11,Independent House,Bangalore,tier1,19,13235000
1690,1199,3,1,0,26,Independent House,Patna,tier2,15,4182000
1691,1495,2,1,1,4,Apartment,Mumbai,tier1,15,8845000
1692,1003,2,2,1,6,Independent House,Thiruvananthapuram,tier3,0,3346000
1693,555,4,1,2,2,Independent House,Madurai,tier3,33,1798000
1694,427,2,2,1,3,Studio,Nashik,tier3,13,1801000
1695,420,3,1,1,24,Apartment,Dhanbad,tier3,9,2241000
1696,1777,2,2,1,7,Villa,Ahmedabad,tier1,11,10027000
1697,1637,2,1,0,3,Studio,Guwahati,tier3,18,3963000
1698,1102,2,2,1,7,Independent House,Delhi,tier1,14,6782000
1699,1064,3,1,1,22,Penthouse,Dhanbad,tier3,19,2517000
1700,256,1,1,1,6,Penthouse,Jaipur,tier2,4,1836000
1701,1403,1,1,1,20,Independent House,Hyderabad,tier1,19,8483000
1702,973,2,2,1,10,Studio,Bareilly,tier3,6,3354000
1703,1307,2,1,1,0,Apartment,Dhanbad,tier3,43,1967000
1704,1505,2,2,1,27,Villa,Guwahati,tier3,3,5244000
1705,1030,2,2,1,1,Apartment,Mysore,tier3,19,2466000
1706,437,4,1,0,7,Apartment,Rajkot,tier3,7,2175000
1707,1624,2,1,1,29,Apartment,Ahmedabad,tier1,5,12658000
1708,727,3,2,1,15,Villa,Aligarh,tier3,12,2224000
1709,2506,3,1,1,1,Studio,Bhopal,tier2,16,8836000
1710,973,2,2,1,0,Independent House,Chennai,tier1,6,6823000
1711,1317,4,1,1,12,Villa,Mysore,tier3,16,3592000
1712,1331,2,1,2,14,Apartment,Mysore,tier3,33,1919000
1713,1867,3,2,1,8,Villa,Madurai,tier3,0,5517000
1714,1320,2,2,0,8,Apartment,Varanasi,tier3,36,1769000
1715,750,2,1,1,30,Studio,Ahmedabad,tier1,15,5121000
1716,1698,3,3,1,0,Independent House,Thiruvananthapuram,tier3,8,4553000
1717,1212,3,2,1,23,Studio,Pune,tier1,14,9525000
1718,632,3,1,1,11,Studio,Agra,tier3,2,2499000
1719,1452,2,1,0,4,Penthouse,Kolkata,tier1,19,7603000
1720,935,3,1,1,11,Apartment,Bareilly,tier3,9,3148000
1721,1434,4,2,1,8,Villa,Lucknow,tier2,17,5436000
1722,1068,2,2,1,24,Penthouse,Nashik,tier3,10,3629000
1723,376,2,2,1,24,Penthouse,Solapur,tier3,5,2340000
1724,415,3,2,1,22,Villa,Ludhiana,tier3,18,1757000
1725,995,2,2,0,20,Penthouse,Chennai,tier1,26,4017000
1726,1459,5,3,1,7,Apartment,Bhubaneswar,tier3,29,2715000
1727,1709,2,2,2,1,Studio,Chennai,tier1,18,10038000
1728,980,1,1,2,22,Apartment,Surat,tier2,0,5155000
1729,1311,1,1,1,4,Studio,Patna,tier2,16,4427000
1730,2035,4,1,0,29,Independent House,Thane,tier2,8,8914000
1731,557,5,3,0,27,Penthouse,Vadodara,tier2,36,2115000
1732,200,3,1,0,24,Independent House,Bhubaneswar,tier3,9,1290000
1733,1358,2,1,1,0,Studio,Kalyan-Dombivli,tier3,23,2820000
1734,1688,1,1,1,4,Villa,Vasai-Virar,tier3,23,2621000
1735,434,2,1,1,0,Penthouse,Moradabad,tier3,12,1426000
1736,713,3,1,1,17,Penthouse,Bangalore,tier1,16,4622000
1737,1271,4,1,0,23,Apartment,Srinagar,tier3,3,3581000
1738,901,5,1,1,5,Villa,Bhopal,tier2,13,4652000
1739,656,3,2,2,24,Apartment,Pimpri-Chinchwad,tier2,12,3054000
1740,1345,3,3,1,24,Apartment,Thiruvananthapuram,tier3,1,5496000
1741,1329,3,2,1,1,Apartment,Hubli-Dharwad,tier3,1,5092000
1742,1255,3,1,1,6,Studio,Vasai-Virar,tier3,9,3311000
1743,1774,2,1,1,29,Villa,Jaipur,tier2,2,7821000
1744,1636,1,1,2,26,Studio,Kalyan-Dombivli,tier3,19,3300000
1745,883,3,2,1,0,Penthouse,Tiruchirappalli,tier3,0,4246000
1746,1105,2,2,0,0,Penthouse,Srinagar,tier3,12,3095000
1747,868,3,2,1,20,Penthouse,Delhi,tier1,13,5955000
1748,559,2,2,1,11,Penthouse,Indore,tier2,11,2786000
1749,1268,5,1,1,1,Penthouse,Bangalore,tier1,6,10491000
1750,1584,2,2,2,4,Independent House,Pimpri-Chinchwad,tier2,11,6423000
1751,804,2,1,1,11,Apartment,Bangalore,tier1,29,3587000
